"CustomerID","Company Name","Address Name","Address Number","Street","Village","Town","County","Postcode","Customer Contact","Customer Tel","Debtors No","Bin Location",,,,,,,,,"Agreement No","Refuse/ Recycling/Glass School/School Recycling/Schd.2 Refuse/Schd.2 Rec.","Bin Size","Bin Quantity","Cedar Code Abbreviations","Collection Schedule 
(per bin)","Round/ Day",,,,,,,"Commencement Date","Cancellation Date"
1211,"Fairstead Area Neighbourhood Group","FAO; Mrs C Sharman)",2,"Centre Point","Fairstead Estate","King's Lynn","Norfolk","PE30 4SR",,"01553 692400","EH2003918","Fairstead Community Shop",,19,"Centre Point",,"King's Lynn","Norfolk","PE30 4SR",,2166,"Refuse",770,1,"770-1, CWTN-1","One empty per week","T1",,,,,,,01/04/04,
1216,"Walpole Highway CP School",,,"School Road","Walpole Highway","Wisbech","Cambs.","PE14 7QQ","Mr M Coates - Headteacher","01945 880329","EH0948828",,,,,,,,,,1503,"School ",770,1,"770-5, CWTN-3","Term time emptying (40 empties p.a.)",,"D7",,,,,,01/04/01,
,,,,,,,,,,,,,,,,,,,,,133552,"School Rec.",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,"R4 WK 2",,,,,,01/01/08,
1219,"The Neptune Inn",,85,"Old Hunstanton Road",,"Hunstanton","Norfolk","PE36 6HZ","Mr & Mrs K Mangeolles","01485 532122","EH2026803",,,,,,,,,,128563,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week","D1 ",,,,,,,21/08/07,
1220,"Elm Dental Laboratory","Hillcrest",,"Chapel Lane","Elm","Wisbech","Cambs.","PE14 0DJ","Mr P Smith","01945 582158","EH2004372",,,,,,,,,,1422,"Refuse",240,1,"240-3, 240-4 x 12, CWTN-1","One empty per month",,,"D12 (END)",,,,,01/08/00,
1223,"Jeff Sutton",,,"Wellesley Street",,"King's Lynn","Norfolk","PE30 1QD","Mrs W Sutton","01553 765224","EH2004300",,,,,,,,,,1418,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"T1",,,,,17/07/00,
1229,"Oriental Chef",,"22A","Lansdowne Street",,"King's Lynn","Norfolk","PE30 2AF","Miss Wai  Peng  Chooi",,"EH2012151",,,,,,,,,,98752,"Refuse",770,1,"770-1, 770-2, CWTN-1","Two empties per week","T1",,,"T1",,,,16/06/05,
1230,"Lai-King House",,3,"Losinga Road",,"King's Lynn","Norfolk","PE30 2DQ","Mr Wai Chi Cheng & Mrs Sui Lai Tse","01553 772029","EH2032388",,,,,,,,,,144593,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"T1",,,,28/09/08,
1236,"Heacham Bakery",,"15-17","Neville Road","Heacham","King's Lynn","Norfolk","PE31 7HA","B Howell","01485 571774","EH2004772",,,,,,,,,,1457,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,01/11/00,
1238,"The Fox & Hounds Public House",,22,"Station Road","Heacham","King's Lynn","Norfolk","PE31 7EX","Mr M Bristow","01485 570345","EH2004770",,,,,,,,,,1436,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,,"T1",,,01/09/01,
,,,,,,,,,,,,,,,,,,,,,147090,"Glass",770,1,"770G-1, CWTN-5","One empty per week","G3",,,,,,,08/12/08,
1239,"Sensitised Coatings Ltd",,,"Bergen Way","North Lynn Industrial Estate","King's Lynn","Norfolk","PE30 2JL","David Eatwell","01553 764863","EH2005081",,,,,,,,,,2115,"Refuse",1100,1,"1100-3, 1100-4 x 26, CWTN-1","Fortnightly emptying",,"T1 (WK2)",,,,,,01/02/04,
1241,"Unisate Ltd T/As Essex Shoe Repairs Ltd","Unit 5",,"Chingford Industrial Centre","Hall Lane","Chingford","London","E4 8DJ",,,"EH2005330","Essex Shoe Repairs",,"53A","High Street",,"King's Lynn","Norfolk","PE30 1BE",,1484,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,"T1",,,,01/02/01,
1254,"The Salvation Army",,,"Wellesley Street",,"King's Lynn","Norfolk","PE30 1QD",,"01553 774163","EH2005410",,,,,,,,,,1483,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,"T1",,,,01/02/01,
1257,"South Wootton Take-away",,,"Nursery Lane","South Wootton","King's Lynn","Norfolk","PE30 3NG","David Lee","01553 674684","EH2005638",,,,,,,,,,88875,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"T1",,,,,,21/09/04,
1261,"One-Six-One Residential Care Home",,161,"Wootton Road",,"King's Lynn","Norfolk","PE30 4DW","Ken & Jane Orford","01553 676004","EH2005641",,,,,,,,,,94240,"Schd 2 Refuse",1100,1,"1100-1, 1100-2, CWTN-1","Two empties per week","T1",,,"T1",,,,07/02/05,
1263,"Burnham Overy Boathouse Ltd",,,"The Quay","Burnham Overy Staithe","King's Lynn","Norfolk","PE31 8JS","Mrs Carol Coutanche","01328 738348","EH2005645",,,,,,,,,,1496,"Refuse",360,1,"360-1, CWTN-1","One empty per week","D13",,,,,,,26/02/01,
1264,"Pentney House Gifts",,,"The Green","Burnham Market","King's Lynn","Norfolk","PE31 8HD","Gloria Hurn","01328 738267","EH2005646",,,,,,,,,,1497,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"D13",,,,,,01/03/01,
1265,"Bridgets Flowers",,47,"St. James Street",,"King's Lynn","Norfolk","PE30 5BZ","Bridget Nurse","01553 771089","EH2005647",,,,,,,,,,138005,"Refuse",660,1,"660-1, CWTN-1","One empty per week",,,,"T1",,,,01/05/09,
1267,"Norfolk County Council","County Hall",,"Martineau Lane",,"Norwich","Norfolk","NR1 2SF","David Williams","01603 222717","EH2005651","Norfolk Youth Offending Team",,"Units 11-12 North Lynn Business Village","Bergen Way",,"King's Lynn","Norfolk","PE30 2JG",,,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T1",,,,,,01/02/01,
1268,"Anchorage Barn Veterinary Clinic",,,"Fakenham Road","East Rudham","King's Lynn","Norfolk","PE31 6TA","Marcel Florax MRCVS","01485 528221","EH2004394",,,,,,,,,,136683,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"D1",,,,,,02/04/08,
1269,"Chilli Masters","Prop: Mr. Z. Mahrad",40,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1AH",,"01553 765755","EH2020194",,,,,,,,,,109266,"Refuse",770,1,"770-1, 770-2, CWTN-1","Two empties per week","T1",,,"T1",,,,24/02/06,
1273,"Mr C Napolitano","T/As Charles Hair Designs",62,"Lynn Road","Gaywood","King's Lynn","Norfolk","PE30 4PR",,"01553 773040","EH2005938",,,,,,,,,,1508,"Refuse",240,1,"240-1, CWTN-1","One empty per week","T1",,,,,,,01/04/01,
1275,"RAOB Club",,7,"St. James Street",,"King's Lynn","Norfolk","PE30 5DA",,"01553 762725","EH2005939",,,,,,,,,,1507,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,"T1",,,,01/04/01,
1283,"Mr A A Schumann","The Studio",,"Purfleet Quay",,"King's Lynn","Norfolk","PE30 1HP",,"01553 762285","EH2005948",,,,,,,,,,1524,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"T1",,,,,01/04/01,
1284,"NCH","The Old Rectory",26,"Gayton Road","Gaywood","King's Lynn","Norfolk","PE30 4DZ",,"01553 761267","EH2003897",,,,,,,,,,123604,"Refuse",660,1,"660-1, CWTN-1","One empty per week","T1",,,,,,,19/04/07,
1290,"Hunstanton & District Water Sports Club","C/o Mrs J Wiles (Treasurer)",65,"Windsor Road","Yaxley","Peterborough","Cambs.","PE7 3JA","J Wiles","01733 707100","EH2006078","Hunstanton & District Water Sports Club","Marine Park",,"South Beach Road",,"Hunstanton","Norfolk","PE36",,1537,"Refuse",1100,1,"1100-3, 1100-4 x 30, CWTN -1","Weekly emptying; 1 April - 31 October",,,,,"T1",,,17/04/01,
1305,"West Norfolk Professional Development Centre",,,"Kilhams Way",,"King's Lynn","Norfolk","PE30 2HU",,"01553 766872","EH0965703",,,,,,,,,,138911,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"T1",,,,,,26/05/08,
,,,,,,,,,,,,,,,,,,,,,138911,"Recycling",1100,1,"1100-9, 1100-13 x 25, CWTN-2","50 empties: Weekly except Xmas & New Year weeks","G3 BOTH",,,,,,,26/05/08,
1308,"Mrs D R Ray",,57,"Church Street","Deeping St. James","Peterborough","Cambs","PE6 8HF",,"01778 343644","EH2006230",,"Caravan Site",7,"Jubilee Road","Heacham","King's Lynn","Norfolk","PE31 7AR",,109928,"Schd.2 Refuse",240,1,"240-3, 240-4 x 30, CWTN-1","Weekly emptying; 1 April - 31 October",,,,,"T1",,,01/04/06,
,,,,,,,,,,,,,,,,,,,,,109929,"Schd.2 Refuse",360,1,"360-3, 360-4 x 30","Weekly emptying; 1 April - 31 October",,,,,"T1",,,01/04/06,
1314,"Anglers Corner",,"22-24","Windsor Road",,"King's Lynn","Norfolk","PE30 5PL",,"01553 775852","EH2006481",,,,,,,,,,1577,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"T1",,,,,22/07/01,
1319,"King's Lynn Nursery School","St. James Park",,"London Road",,"King's Lynn","Norfolk","PE30 5PT","Pauline Bradshaw","01553 760221","EH2006345",,,,,,,,,,88306,"School",360,1,"360-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,"T1",,,,01/09/04,
,,,,,,,,,,,,,,,,,,,,,88306,"School Recycling",240,3,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,"R3 WK 2",,,,,01/09/04,
1320,"Cats Whiskers Boarding Cattery",,,"Hubbards Drove","Hilgay","Downham Market","Norfolk","PE38 0JZ","Mr R Fairbanks","01366 337493","EH2006342",,,,,,,,,,1567,"Refuse",360,1,"360-1, CWTN-1","One empty per week","D8",,,,,,,14/06/02,
1326,"Gayton Cof E V C  School",,,"Lynn Road","Gayton","King's Lynn","Norfolk","PE32 1PA",,"01553 636267","EH2006329",,,,,,,,,,94004,"School Recycling",240,1,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,,"R5 WK2",,,08/02/05,
,,,,,,,,,,,,,,,,,,,,,141234,"School Refuse",360,1,"360-5, CWTN 3","Term time emptying (40 empties p.a.)",,,,,"D3",,,25/07/08,
1327,"Mrs J Nash","Fairlight Lodge Guest House",79,"Goodwins Road",,"King's Lynn","Norfolk","PE30 5PE",,"01553 762234","EH2006300",,,,,,,,,,1552,"Refuse",240,1,"240-1, CWTN-1","One empty per week","T1",,,,,,,14/05/02,
1329,"Jolly Farmers Public House",,1,"Burnham Road","North Creake","Fakenham","Norfolk","NR21 9JW","Heather Allen","01328 738185","EH2006355",,,,,,,,,,1571,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"D13",,,,,,01/07/02,
2146,"North Wootton Community School",,,"Priory Lane","North Wootton","King's Lynn","Norfolk","PE30 3PT",,"01553 672385","EH2020210",,,,,,,,,,109080,"School Refuse",1100,2,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)",,"T1",,,,,,01/04/06,
,,,,,,,,,,,,,,,,,,,,,109080,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R6 WK2",,,,01/04/06,
,,,,,,,,,,,,,,,,,,,,,124078,"School Recycling",1100,1,"1100-11","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R6 WK2",,,,03/05/07,
1335,"Top Grill",,120,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1PB","Nasir Sekercioglu & Emin Lika","01553 692286","EH2019886",,,,,,,,,,138970,"Refuse",1100,1,"1100-1, CWTN-1 ","One empty per week","N/A",,,,,,,19/05/08,17/04/09
1337,"Sunnyside Veterinary Clinic","Hall Farm",,"Church Lane","Roydon","King's Lynn","Norfolk","PE32 1AR","Mr J Kirkland MRCVS","01485 600022","EH2006677",,,,,,,,,,1575,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,,"D1",,,01/07/01,
1341,"Rudham & District Village Hall","c/o Mr J R Dawson","The Lime House","The Green","East Rudham","King's Lynn","Norfolk","PE31 8RD",,"01485 528356","EH2006982","Rudham & District Village Hall",,,"School Road","East Rudham","King's Lynn","Norfolk","PE31 8RD","01485 528356",1588,"Schd.2 Refuse",360,1,"360-1, CWTN-1","One empty per week",,"D1",,,,,,24/08/01,
1342,"Beaupre Community Primary School",,,"Church Drove","Outwell","Wisbech","Cambs","PE14 8RH",,"01945 772439","EH2003817",,,,,,,,,,117247,"School Refuse",770,1,"770-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,"D9",,,,17/10/06,
,,,,,,,,,,,,,,,,,,,,,117247,"School Recycling",660,1,"660-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R4 WK1",,,,17/10/06,
1343,"Phoenix Montessori Nursery (West Norfolk) Ltd","Oddfellows Hall",56,"Sutton Road","Terrington St. Clement","King's Lynn","Norfolk","PE34 4PJ","Mrs C Harris","01553 829813","EH2006986",,,,,,,,,,110202,"School Refuse",660,1,"660-1, CWTN-3","One empty per week","D4",,,,,,,01/04/06,
,,,,,,,,,,,,,,,,,,,,,142882,"School Recycling",660,1,"660-10, CWTN-4","Fortnightly emptying","R2 WK2",,,,,,,27/08/08,
1347,"Grimston Church Hill County First School",,,"Gayton Road","Grimston","King's Lynn","Norfolk","PE32 1BG",,"01485 600342","EH2007023",,,,,,,,,,88308,"School Recycling",240,1,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,,"R2 WK2",,,01/09/04,
,,,,,,,,,,,,,,,,,,,,,93891,"School Recycling",240,1,"240-10","Fortnight;ly emptying term time ( 20 empties p.a.)",,,,,"R2 WK2",,,04/02/05,
1354,"Marham Chinese Takeaway Ltd",,,"Hillside","Marham","King's Lynn","Norfolk","PE33 9JJ","Guan Chao Chen","01760 337461","EH2007037",,,,,,,,,,1621,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"D12",,,,,,01/10/01,
2243,"Mr P Mallam t/as TRS Catering","(Site 3, North Promenade)",9,"Veltshaw Close","Heacham","King's Lynn","Norfolk","PE31 7JH",,"07860 313707","EH2021512",,"Site 3",,"North Promenade",,"Hunstanton","Norfolk","PE31 7JH",,112743,"Refuse",360,1,"360-3, 360-4 x 55, CWTN-1","One empty per week","T2 SEA",,"T2 SEA",,"T2",,,26/06/06,
1362,"Little Acorns Day Nursery","Oak Tree Farm",,"Wisbech Road","Walpole St. Andrew","Wisbech","Cambs","PE14 7HW","Mrs Carrie Maris","01945 780015","EH2007162",,,,,,,,,,1622,"School Refuse",1100,1,"1100-7,CWTN-3","One empty per week",,,"D7",,,,,01/10/01,
1369,"Abbotts Estate Agents",,50,"Westgate",,"Hunstanton","Norfolk","PE36 5EL",,"01485 533148","EH2007210",,,,,,,,,,1632,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,,"T1",,,19/10/01,
1371,"Runcton Holme CEVA Primary School",,,"School Road","Runcton Holme","King's Lynn","Norfolk","PE33 0AQ",,"01553 810394","EH2000988",,,,,,,,,,88329,"School Refuse",770,1,"770-6, CWTN-3","Term time emptying (40 empties p.a.)",,,"D10",,,,,01/09/04,
,,,,,,,,,,,,,,,,,,,,,88329,"School Recycling",240,1,"240-10, CWTN-4","Fortnightly emptying term time (20 empties p.a.)",,,"R3 WK1",,,,,01/09/04,
1373,"Youngsters World Toy Shop",,112,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1AQ","John Harrison","01553 766576","EH2007289",,"The Warehouse",,"White Lion Court",,"King's Lynn","Norfolk","PE30 1QP",,1631,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,"T1",,,,19/10/01,
1379,"Millfleet Off Licence",,2,"Millfleet",,"King's Lynn","Norfolk","PE30 5EG","Mr Sukru Uzun",,"EH2005648",,,,,,,,,,2261,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"T1",,,,,17/06/04,
1380,"Walpole Cross Keys Primary School",,,"Sutton Road","Walpole Cross Keys","King's Lynn","Norfolk","PE34 4HD",,"01553 828680","EH2023051",,,,,,,,,,119246,"School Refuse",240,1,"240-6, CWTN-3","Term time emptying (40 empties p.a.)",,,"D4",,,,,07/12/06,
,,,,,,,,,,,,,,,,,,,,,119246,"School Recycling",240,1,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,"R2 WK2",,,,,07/12/06,
1384,"B Karlsson Dental Practice",,3,"Gayton Road",,"King's Lynn","Norfolk","PE30 4EA",,"01553 767790","EH2014248",,,,,,,,,,113289,"Refuse",240,1,"240-1, CWTN-1","One empty per week","T1",,,,,,,10/07/06,
1387,"Mr Snippers & Sizzers Hair Design",,02/04/09,"St. James Street",,"King's Lynn","Norfolk","PE30 5DA","Mr C King","01553 773732","EH2007187",,,,,,,,,,2264,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"T1",,,,17/06/04,
2244,"Wootton Fish Bar",,,"Nursery Lane","South Wootton","King's Lynn","Norfolk","PE30 3NG","Mr Christopher Hobbs","01553 675747","EH2021517",,,,,,,,,,113890,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T1",,,,,,25/07/06,
1418,"Crown & Anchor Public House",,16,"Lynn Road","Wiggenhall St. Germans","King's Lynn","Norfolk","PE34 3EY","Mr P Dale","01553 617340","EH2027639",,,,,,,,,,134763,"Refuse",660,1,"660-1, CWTN-1","One empty per week",,,,,"D7",,,15/12/07,
1419,"Mr P Joyce","Post Office Stores",1,"Massingham Road","Grimston","King's Lynn","Norfolk","PE32 1BD",,"01485 600268","EH2007671",,,,,,,,,,136619,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,,"D4",,,01/04/08,
,,,,,,,,,,,,,,,,,,,,,136619,"Recycling",1100,1,"1100-9, CWTN-2","Fornightly: except Xmas/New Year weeks",,,,,"R2 WK2",,,01/04/08,
1423,"Meridian East","Accs Dept. Broadland Housing Association/ Meridian","NCFC Jarrold Stand","Carrow Road",,"Norwich","Norfolk","NR1 1HU",,"01603 750165","EH2007959","Meridian East",,"1&2 Shield Park","Hamburg Way","North Lynn Industrial Estate","King's Lynn","Norfolk","PE30 2ND",,1664,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,"T1",,,,,,01/01/02,
1424,"Dr S M Ahmed","The Surgery",,"Centre Point",,"King's Lynn","Norfolk","PE30 4SR",,"01553 772063","EH2007957",,,,,,,,,,118352,"Refuse",240,1,"240-1, CWTN-1","One empty per week","T1",,,,,,,01/04/06,
,,,,,,,,,,,,,,,,,,,,,137210,"Recycling",240,1,"240-8, CWTN-2","Fortnightly: except Xmas/New Year weeks",,"R1 WK 2",,,,,,18/04/08,
1427,"Ian Mason Contractors","Church Farm",,,"Hillington","King's Lynn","Norfolk","PE31 6DH",,"01485 600496","EH2008923",,,,,,,,,,115802,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"D1",,,25/08/06,
1435,"Natural England","Dersingham National Nature Reserve",,,"Wolferton","King's Lynn","Norfolk","PE31 6HA",,"01485 543044","EH2011566",,,,,,,,,,2157,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"D1",,,,,01/04/04,
1446,"Heacham Club Ltd",,13,"Station Road","Heacham","King's Lynn","Norfolk","PE31 7HG","D Close - Administrator","01485 570776","EH2008133",,,,,,,,,,150803,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,01/04/09,
,,,,,,,,,,,,,,,,,,,,,150803,"Glass",770,1,"770G-1, CWTN-5","One empty per week","G3 BOTH",,,,,,,01/04/09,
1447,"St Edmunds Church","C/0 J Flogdell",,"St Andrews","Lynn Road","Downham Market","Norfolk","PE38 9QG",,"01366 382942","EH2008134",,,,,,,,,,1585,"Refuse",240,1,"240-1, CWTN-1","One empty per week","D9",,,,,,,22/08/02,
1448,"Beaupre Under 5's Centre","c/o Beaupre Primary School",,"Church Drove","Outwell","Wisbech","Cambs","PE14 8RH","Kim Eggett","01945 773004","EH2008425",,,,,,,,,,1693,"School Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"R4 WK1",,,,15/03/02,
1449,"Mr M P Wolfe",,9,"School Road","Heacham","King's Lynn","Norfolk","PE31 7DE",,,"EH2008303","Wolfy's Video & Photography",,105," Norfolk Street",,"King's Lynn","Norfolk","PE30 1AQ","01553 772912",133412,"Refuse",360,1,"360-1, CWTN-1","One empty per week","CANCELLED",,,,,,,01/02/08,08/05/09
,,,,,,,,,,,,,,,,,,,,,133412,"Recycling",660,1,"660-8, CWTN-2","Fortnightly: except Xmas/New Year weeks","CANCELLED",,,,,,,01/02/08,08/05/09
1455,"Brierville Caravan Site",,,"Bircham Road","Stanhoe","King's Lynn","Norfolk","PE31 8PT","E C Fenn",,"EH1084016",,,,,,,,,,,"Schd.2 Refuse",240,1,"240-3, 240-4 x 30, CWTN-1","Weekly emptying: 1 April - 31 October",,,,"D1",,,,"pre 01/04/1999",
1462,"West Lynn C P School",,143,"St. Peters Road","West Lynn","King's Lynn","Norfolk","PE34 3JL",,"01553 772330","EH2008301",,,,,,,,,,122347,"School Refuse",360,1,"360-6, CWTN-3","Term time emptying (40 empties p.a.)",,,"D4",,,,,16/03/07,
,,,,,,,,,,,,,,,,,,,,,122347,"School Recycling",660,1,"660-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,"R2 WK 2",,,,,16/03/07,
1464,"Fridham Rest Home",,79,"Station Road","Heacham","King's Lynn","Norfolk","PE31 7AR","Mrs H Moore & Mrs A Bailey","01485 571455","EH2008322",,,,,,,,,,1797,"Schd. 2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,01/08/03,
1465,"William Marshall Cof EPrimary School",,,"Wisbech Road","Welney","Wisbech","Cambs","PE14 9RB",,"01354 610212","EH0992134",,,,,,,,,,107130,"School Refuse",770,1,"770-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,"D10",,,,16/01/06,
,,,,,,,,,,,,,,,,,,,,,107130,"School Recycling",240,1,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R3 WK1",,,,16/01/06,
,,,,,,,,,,,,,,,,,,,,,134759,"School Recycling",660,1,"660-10","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R3 WK1",,,,12/02/08,
1475,"William Burt Centre","c/o Mrs. J Rushbrook",27,"Row Hill","West Winch","King's Lynn","Norfolk","PE33 0PE",,"01553 842217","EH2008883","William Burt Centre",,,"Watering Lane","West Winch","King's Lynn","Norfolk","PE33 0JY","OI553 841542",1721,"Schd.2 Refuse",360,1,"360-1, CWTN-1","One empty per week","D3",,,,,,,22/04/02,
1477,"The Woottons Surgery","Spring  Cottage",,"Priory Lane","North Wootton","King's Lynn","Norfolk","PE30 3PT","Drs Edris & Hopkin","01553 631550","EH2008764",,,,,,,,,,133516,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T1",,,,,,21/12/07,
1478,"Anna Park Ltd",,,"Market Place","Burnham Market","King's Lynn","Norfolk","PE31 8HE",,"01328 730325","EH2009085",,,,,,,,,,1726,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"D13",,,,,,24/04/02,
1480,"Prompt Response Ltd","The Granary",,"Station Road","Docking","King's Lynn","Norfolk","PE31 8LY",,"01485 518717","EH2008895",,"The Old Vicarage",23,"Peddars Way","Holme","Hunstanton","Norfolk",,,1735,"Refuse",770,1,"770-1, CWTN-1","One empty per week","D1",,,,,,,01/05/02,22/04/09
1483,"Gaywood Community Primary School",,,"Field Lane","Gaywood","King's Lynn","Norfolk","PE30 4AY",,"01553 774147","EH2007268",,,,,,,,,,88289,"School Refuse",1100,2,"1100-5, 1100-4 x 40(Per bin), CWTN-3","Two empties per week - term time (40 weeks)","T1",,,"T1",,,,01/09/04,
,,,,,,,,,,,,,,,,,,,,,135867,"School Recycling",240,5,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,"R1 WK1",,,,,06/03/08,
,,,,,,,,,,,,,,,,,,,,,135867,"School Recycling",1100,2,"1100-11","Fortnightly emptying term time ( 20 empties p.a.)",,,"R1 WK1",,,,,06/03/08,
1485," P J Kew Butchers",,,"The Square","East Rudham","King's Lynn","Norfolk","PE31 8RB","Mr R Cross","01485 528236","EH2008921",,,,,,,,,,2311,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"D1",,,,,,11/08/04,
1486,"Nelson Business Centre Ltd","Hill House",,"Reedham",,,"Norfolk","NR13 3TW","Mr Clive Roffe","01493 700205","EH2021759",,"St Ann's House",,"St Ann's Street",,"King's Lynn","Norfolk",,,114459,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T1",,,,,,25/07/06,
1489,"Utility Savings Corporation Ltd","USC House",,"Choseley Road","Docking","King's Lynn","Norfolk","PR31 8LZ",,"08707 508300","EH2009046",,,,,,,,,,151353,"Refuse",660,1,"660-3, 660-4 x 26, CWTN--1","Fortnightly emptying",,,,"D1 WK1",,,,01/04/09,
,,,,,,,,,,,,,,,,,,,,,151353,"Recycling ",660,1,"660-8, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,,"R1 WK1",,,,01/04/09,
1497,"Feltwell Lodge Residential Home",,,"Lodge Road","Feltwell","Thetford","Norfolk","IP26 4DR","Mr P & Mrs S Hanley","01366 727361","EH2019129",,,,,,,,,,102439,"Schd. 2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,"D8",,,,08/09/05,
,,,,,,,,,,,,,,,,,,,,,102439,"Schd. 2 Refuse",770,1,"770-1","One empty per week",,,,"D8",,,,08/09/05,
,,,,,,,,,,,,,,,,,,,,,131679,"Schd.2 Rec",1100,1,"1100-12, CWTN-2","Fortnightly: except Xmas/New year weeks",,,,"R5 WK1",,,,22/11/07,
1498,"C E Grimes Butchers",,,"Lynn Road","Gayton","King's Lynn","Norfolk","PE32 1QJ",,"01553 636244","EH2006110",,,,,,,,,,2194,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,,"D3",,,01/04/04,
1499,"Law Company (Frozen Foods) Ltd","Unit 1",,"Beveridge Way","Hardwick Narrows","King's Lynn","Norfolk","PE30 4NB","Mr K & Mrs C L Law","01553 773507","EH2009152",,,,,,,,,,1763,"Refuse",240,1,"240-1, CWTN-1","One empty per week","T1",,,,,,,07/06/02,
1500,"Scent with Love Floristry Designs",,34,"Greevegate",,"Hunstanton","Norfolk","PE36 6AG","Mr N Cole","01485 535568","EH2009056",,,,,,,,,,1764,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,,"T1",,,14/06/02,
1505,"The Seventy One Club",,,"Main Road","Brancaster","King's Lynn","Norfolk","PE31 8AP",,,"EH2009108",,,,,,,,,,1749,"Refuse",360,1,"360-3, 360-4 x 26, CWTN-1","Fortninghtly emptying","D5",,,,,,,16/05/02,
1506,"Tasin Ltd","Flames Kebab",106,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1AQ","Mr Ali Tasin & Mr Mustafa Tasin","01553 773033","EH2019098",,,,,,,,,,101687,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,"T1",,,,25/06/05,
1508,"Leziate, Ashwicken & Bawsey Village Hall","C/o Mr S Williamson, Park Lodge",20,"Church Lane","Ashwicken","King's Lynn","Norfolk","PE32 1LN",,"01553 630203","EH1027313","Leziate Village Hall",,,"Brow of the Hill","Leziate","King's Lynn","Norfolk","PE32 1EN","01485 600919",1944,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"D3",,,,,01/04/03,
